latitude,longitude,population,median_house_value
34.07,-117.9,1056.0,172000.0
38.68,-121.46,705.0,103000.0
36.64,-118.05,896.0,74200.0
33.87,-118.05,2952.0,313800.0
34.08,-118.06,850.0,180500.0
34.16,-118.67,6214.0,500001.0
37.35,-122.04,767.0,383000.0
33.68,-117.79,928.0,265900.0
32.7,-117.11,1920.0,83300.0
34.14,-117.33,1296.0,69700.0
37.78,-122.18,1085.0,136700.0
34.18,-118.33,785.0,235500.0
34.06,-118.35,1601.0,400000.0
33.63,-117.95,513.0,381500.0
34.12,-118.16,940.0,435100.0
37.65,-122.48,1817.0,227400.0
33.9,-117.78,2923.0,268200.0
38.74,-121.27,2086.0,154900.0
37.67,-122.07,1198.0,210800.0
37.57,-122.01,8117.0,281800.0
33.42,-117.65,603.0,249400.0
34.21,-118.61,778.0,180500.0
37.65,-121.01,570.0,149400.0
32.79,-117.11,1129.0,96900.0
34.12,-117.77,2007.0,230000.0
38.62,-121.39,2334.0,170500.0
34.51,-117.28,2845.0,100400.0
33.94,-118.12,825.0,323800.0
32.77,-117.04,962.0,143800.0
33.75,-117.86,207.0,154200.0
35.26,-120.64,1862.0,221500.0
33.93,-118.09,1183.0,175300.0
37.89,-122.26,1005.0,342200.0
32.65,-116.45,1644.0,127100.0
37.66,-122.09,766.0,135400.0
33.99,-118.47,764.0,414300.0
34.12,-117.29,1308.0,68200.0
37.6,-122.02,1156.0,154300.0
34.09,-117.43,1621.0,120200.0
33.66,-117.89,1279.0,253100.0
37.92,-122.52,163.0,500001.0
37.4,-122.0,1164.0,236900.0
34.54,-117.18,2097.0,98500.0
32.84,-117.11,2020.0,243000.0
33.72,-118.05,2260.0,174500.0
34.06,-118.16,2163.0,315100.0
33.97,-118.11,1672.0,166600.0
37.77,-122.45,1330.0,278600.0
34.13,-118.23,781.0,244400.0
38.0,-121.33,1679.0,119600.0
37.78,-122.19,469.0,160000.0
33.82,-117.95,496.0,224700.0
35.44,-119.05,1182.0,77000.0
38.28,-122.3,944.0,158700.0
34.19,-118.15,1398.0,163100.0
37.34,-121.87,604.0,325900.0
33.9,-118.19,2073.0,112900.0
35.28,-120.65,548.0,165900.0
33.79,-118.19,2357.0,142600.0
33.98,-118.32,921.0,103300.0
38.59,-121.32,2149.0,123700.0
34.39,-119.59,278.0,335000.0
34.09,-118.28,1480.0,196500.0
40.52,-122.37,2269.0,98100.0
34.09,-117.61,1483.0,135500.0
34.01,-118.28,3080.0,122900.0
33.71,-117.87,1924.0,155500.0
37.96,-122.08,3748.0,266000.0
34.14,-117.34,1198.0,81600.0
34.18,-118.66,2519.0,419000.0
37.71,-122.46,1138.0,225000.0
33.38,-115.94,41.0,58800.0
34.18,-118.57,1243.0,439800.0
37.31,-122.03,1132.0,409100.0
33.82,-118.38,750.0,500001.0
34.2,-118.38,3911.0,181700.0
37.98,-120.35,676.0,149500.0
40.27,-121.25,28.0,67500.0
38.64,-121.32,3576.0,158500.0
33.86,-118.14,845.0,210800.0
36.95,-120.04,1334.0,48300.0
34.15,-117.93,4723.0,156800.0
34.02,-118.2,2419.0,130700.0
33.75,-117.01,1094.0,105100.0
34.15,-117.87,2061.0,451400.0
33.92,-118.27,1147.0,88800.0
39.32,-120.94,1569.0,157400.0
41.8,-123.38,1000.0,54400.0
39.08,-122.79,321.0,89000.0
34.94,-120.47,642.0,109400.0
34.06,-118.42,291.0,500001.0
38.95,-121.08,1271.0,156100.0
38.68,-121.15,4583.0,189600.0
33.96,-118.07,913.0,147100.0
37.78,-122.44,901.0,237500.0
32.93,-117.15,1515.0,185300.0
38.8,-123.59,1742.0,176100.0
38.65,-120.97,1601.0,300600.0
32.58,-117.06,1761.0,107600.0
34.19,-118.51,1161.0,229200.0
40.77,-124.16,1053.0,85600.0
33.92,-117.95,1594.0,141300.0
37.74,-122.49,820.0,300000.0
34.13,-117.22,3204.0,110200.0
39.12,-123.07,353.0,92600.0
37.98,-122.0,237.0,161300.0
34.12,-117.89,1224.0,141900.0
38.26,-122.01,2087.0,139700.0
37.77,-122.2,1888.0,94800.0
33.77,-118.18,720.0,159400.0
32.75,-117.22,384.0,125000.0
37.29,-120.31,1283.0,55900.0
34.09,-118.31,3678.0,240600.0
34.1,-118.02,248.0,226000.0
34.17,-118.28,1135.0,331200.0
34.05,-118.25,2232.0,350000.0
33.98,-117.36,1851.0,80700.0
34.15,-117.68,1996.0,286300.0
37.54,-122.26,779.0,417300.0
36.97,-120.06,1208.0,61700.0
36.24,-121.02,1971.0,100000.0
32.62,-117.09,1344.0,129700.0
34.57,-117.1,1938.0,112800.0
32.8,-117.08,1162.0,184500.0
33.97,-118.08,590.0,161200.0
34.28,-119.19,1665.0,224200.0
40.89,-121.67,1118.0,57800.0
39.23,-123.2,494.0,105400.0
32.75,-117.14,956.0,133300.0
33.74,-118.1,872.0,495500.0
37.96,-122.35,1139.0,113600.0
37.38,-120.73,1052.0,72900.0
38.01,-122.13,608.0,139300.0
32.69,-117.12,180.0,93800.0
33.8,-118.11,810.0,235000.0
37.39,-122.08,1023.0,342400.0
34.16,-118.37,1373.0,225000.0
33.93,-118.2,934.0,145700.0
36.91,-121.77,2580.0,162000.0
37.4,-122.01,441.0,47500.0
34.14,-118.02,4131.0,222800.0
37.8,-122.44,727.0,500001.0
37.62,-122.54,747.0,262100.0
34.45,-119.74,1092.0,383100.0
39.76,-121.57,557.0,104900.0
38.57,-121.48,1148.0,141700.0
34.07,-118.13,1404.0,220500.0
34.42,-119.71,606.0,259100.0
32.85,-115.57,728.0,63500.0
34.01,-118.14,1060.0,153700.0
34.18,-118.45,1021.0,225000.0
39.52,-121.49,436.0,93800.0
33.81,-117.91,781.0,153100.0
34.03,-117.32,1685.0,122400.0
32.82,-117.08,2190.0,271700.0
35.26,-118.9,5666.0,54600.0
32.81,-117.26,1060.0,227800.0
37.25,-121.9,1389.0,240400.0
38.66,-122.7,582.0,210000.0
34.18,-118.41,966.0,237900.0
36.68,-121.63,3243.0,108500.0
32.61,-117.06,2609.0,128300.0
32.72,-117.16,653.0,225000.0
32.81,-116.99,1997.0,201000.0
38.38,-122.89,931.0,267500.0
38.13,-121.73,547.0,164400.0
37.32,-120.61,2497.0,146300.0
33.88,-118.37,811.0,334200.0
33.51,-117.67,1893.0,120400.0
34.12,-117.66,933.0,390500.0
38.02,-121.82,101.0,93800.0
34.28,-118.7,1200.0,196100.0
32.63,-117.06,2096.0,169800.0
33.86,-118.14,652.0,195400.0
37.73,-121.43,1312.0,134700.0
37.67,-122.11,952.0,187500.0
39.53,-121.56,1861.0,65200.0
38.04,-121.33,1325.0,145600.0
36.74,-119.74,4749.0,55600.0
37.67,-122.46,2049.0,146500.0
33.51,-117.71,1543.0,500001.0
35.37,-118.99,743.0,58100.0
32.58,-117.11,870.0,132500.0
37.49,-120.86,1441.0,89400.0
34.07,-118.27,1239.0,152100.0
34.12,-117.87,1073.0,183800.0
37.85,-122.28,1005.0,152700.0
36.48,-119.45,311.0,106300.0
34.01,-118.03,2975.0,403700.0
33.6,-117.36,2082.0,159300.0
37.23,-121.8,1663.0,265800.0
33.79,-118.18,1631.0,128000.0
33.78,-117.98,1908.0,187500.0
34.09,-117.71,1385.0,158700.0
37.42,-121.86,2695.0,264800.0
33.95,-118.15,686.0,263200.0
38.75,-121.28,189.0,83800.0
33.94,-117.96,1159.0,228900.0
37.32,-121.95,619.0,263200.0
34.18,-118.45,3350.0,158300.0
37.96,-122.06,788.0,189600.0
33.88,-118.32,828.0,282100.0
33.75,-117.86,554.0,158000.0
33.79,-117.85,729.0,236400.0
34.14,-118.03,2338.0,242600.0
38.89,-121.3,1012.0,99300.0
33.81,-118.05,1377.0,234600.0
33.96,-118.22,2361.0,170900.0
36.86,-119.78,1200.0,187300.0
33.68,-117.78,849.0,235600.0
33.87,-117.58,773.0,142100.0
37.78,-122.49,1663.0,356300.0
34.12,-118.09,1231.0,500001.0
38.42,-121.37,1755.0,91200.0
33.87,-117.58,1685.0,163900.0
32.78,-117.02,1198.0,163000.0
33.88,-118.21,1082.0,138200.0
32.69,-117.1,1369.0,87200.0
34.18,-118.34,714.0,229900.0
34.12,-118.13,1109.0,500001.0
33.76,-117.78,719.0,500001.0
33.94,-116.96,1304.0,81900.0
40.71,-122.95,987.0,88800.0
34.1,-117.76,1973.0,202200.0
37.27,-121.88,2102.0,289000.0
33.9,-117.57,2369.0,137600.0
37.75,-122.17,763.0,88800.0
37.68,-122.09,704.0,197500.0
38.63,-121.42,740.0,78000.0
34.42,-118.88,360.0,375000.0
33.94,-118.17,499.0,165500.0
33.92,-118.1,1388.0,171600.0
34.05,-118.19,1084.0,127900.0
39.92,-122.19,1363.0,54200.0
33.8,-118.38,1433.0,500001.0
36.77,-121.76,2031.0,121000.0
34.06,-118.35,1768.0,500001.0
33.98,-118.22,2784.0,184400.0
34.15,-118.44,2352.0,382500.0
34.03,-118.29,2099.0,136400.0
37.31,-122.03,1520.0,275700.0
37.82,-122.24,1470.0,398600.0
32.85,-117.27,608.0,475000.0
34.1,-118.13,2153.0,214100.0
34.26,-118.79,761.0,401900.0
37.4,-122.06,7273.0,267400.0
32.73,-117.06,1884.0,126700.0
38.96,-122.62,828.0,69000.0
38.05,-121.98,1640.0,98500.0
32.87,-117.22,1835.0,171000.0
33.74,-117.93,1843.0,153000.0
32.69,-117.18,978.0,432400.0
40.05,-123.78,899.0,101900.0
33.67,-116.19,1994.0,67500.0
35.65,-117.74,1110.0,81700.0
38.02,-120.27,1486.0,99800.0
33.86,-117.96,1249.0,183200.0
37.95,-122.05,1875.0,182000.0
34.0,-118.47,574.0,340500.0
33.97,-118.08,1258.0,166700.0
38.1,-122.22,566.0,93300.0
39.33,-121.8,501.0,81300.0
33.99,-118.43,1190.0,323000.0
34.11,-118.28,514.0,352100.0
37.72,-122.4,647.0,239300.0
34.83,-114.6,787.0,48100.0
40.93,-124.11,948.0,90200.0
37.49,-121.89,1981.0,500001.0
33.88,-118.24,1207.0,111000.0
33.93,-118.19,1614.0,146400.0
34.19,-118.34,613.0,219900.0
37.54,-122.28,3169.0,293200.0
33.19,-117.38,538.0,197900.0
33.98,-118.05,1305.0,172800.0
34.39,-119.34,314.0,231300.0
37.73,-122.38,871.0,193800.0
38.35,-121.98,832.0,132600.0
33.97,-118.22,259.0,166100.0
37.77,-122.25,1468.0,215700.0
34.11,-118.04,598.0,500001.0
37.79,-122.21,600.0,125000.0
36.77,-119.58,1760.0,126500.0
37.91,-122.3,1305.0,209100.0
34.11,-118.17,892.0,278900.0
33.91,-118.32,640.0,181300.0
36.75,-119.78,982.0,52000.0
37.76,-121.94,2889.0,356100.0
38.02,-122.26,2053.0,184800.0
37.42,-121.94,1910.0,112500.0
38.32,-120.88,1187.0,103000.0
34.09,-118.33,416.0,200000.0
34.23,-117.41,439.0,155000.0
34.45,-119.73,763.0,415600.0
40.57,-122.34,1339.0,67900.0
34.07,-117.22,1440.0,129200.0
37.71,-122.41,1697.0,226300.0
33.95,-118.02,797.0,179500.0
34.07,-117.18,885.0,75300.0
37.68,-122.13,924.0,179400.0
33.9,-117.44,2609.0,148700.0
33.93,-117.55,2725.0,154300.0
34.11,-118.32,2796.0,410700.0
37.94,-122.07,707.0,220800.0
34.15,-118.83,1227.0,233200.0
33.95,-118.32,1505.0,183500.0
32.74,-117.03,991.0,129700.0
37.73,-122.18,435.0,79700.0
37.67,-122.44,1025.0,268400.0
34.21,-118.6,7282.0,227500.0
36.8,-120.02,1050.0,55300.0
34.08,-118.18,1164.0,135500.0
37.75,-122.49,1105.0,308500.0
34.04,-117.4,1550.0,81800.0
36.75,-119.78,1515.0,56400.0
37.96,-122.02,935.0,305100.0
33.92,-118.23,1665.0,98800.0
35.17,-120.43,477.0,315000.0
38.05,-121.34,267.0,244700.0
37.79,-122.43,1319.0,500001.0
34.18,-118.14,996.0,175000.0
37.9,-122.56,75.0,362500.0
38.5,-121.5,787.0,98500.0
37.68,-122.12,724.0,196400.0
32.71,-117.02,2870.0,121800.0
38.32,-122.28,2293.0,194500.0
34.19,-118.22,1895.0,400000.0
32.71,-117.24,1277.0,500001.0
34.16,-118.05,1236.0,278600.0
37.09,-120.95,801.0,97200.0
35.36,-120.83,1650.0,266800.0
34.17,-118.1,753.0,279600.0
32.81,-115.58,533.0,87500.0
37.73,-122.45,1193.0,264200.0
36.69,-121.62,5982.0,135700.0
34.4,-118.9,1163.0,134400.0
36.35,-119.65,1378.0,85500.0
37.32,-120.45,1631.0,101400.0
34.28,-118.91,3246.0,280200.0
36.63,-119.68,638.0,65300.0
33.81,-118.29,3993.0,218200.0
32.75,-117.08,1134.0,100000.0
34.01,-118.33,653.0,193000.0
35.79,-119.25,2700.0,62200.0
33.8,-117.99,2526.0,180800.0
34.17,-118.44,1085.0,279400.0
34.44,-119.76,1092.0,290900.0
34.42,-119.71,851.0,237500.0
33.91,-118.21,1197.0,133000.0
37.33,-121.88,3120.0,213600.0
33.19,-117.25,830.0,207000.0
34.11,-117.31,731.0,64900.0
33.97,-117.4,649.0,148900.0
38.1,-122.26,699.0,94600.0
33.82,-118.32,1219.0,382100.0
33.68,-116.25,238.0,366700.0
38.57,-121.46,722.0,158900.0
37.09,-121.62,1030.0,260700.0
34.16,-118.0,531.0,270600.0
32.74,-116.95,1429.0,141700.0
38.31,-120.8,533.0,123600.0
35.64,-117.68,1408.0,95700.0
33.77,-117.62,930.0,186400.0
32.67,-117.1,2721.0,109100.0
36.87,-122.05,1091.0,276000.0
33.46,-117.67,783.0,300000.0
33.98,-118.46,806.0,500001.0
33.96,-118.31,1316.0,131800.0
37.26,-121.85,1030.0,289200.0
33.69,-117.77,261.0,154000.0
34.16,-118.14,2546.0,153500.0
34.07,-118.16,2118.0,254600.0
36.93,-119.88,1590.0,101200.0
33.84,-118.3,825.0,239600.0
34.06,-118.38,690.0,500001.0
36.86,-119.98,1933.0,65000.0
33.82,-117.97,2442.0,197700.0
37.78,-122.42,1093.0,72500.0
38.22,-121.42,868.0,96300.0
37.83,-122.19,463.0,335200.0
34.06,-118.31,145.0,450000.0
33.99,-118.45,654.0,343100.0
33.97,-118.23,1226.0,111400.0
34.17,-118.43,284.0,500001.0
34.19,-118.92,2585.0,130400.0
33.67,-117.81,1113.0,242500.0
33.96,-118.13,706.0,253500.0
38.77,-120.58,857.0,141200.0
36.16,-120.1,715.0,55000.0
33.99,-117.96,1348.0,311100.0
34.1,-118.31,918.0,350000.0
32.82,-117.22,423.0,183900.0
37.78,-121.2,79.0,106300.0
33.74,-116.98,1589.0,85700.0
38.57,-121.42,710.0,161400.0
33.81,-117.94,3003.0,172200.0
34.04,-118.29,1272.0,128100.0
32.91,-117.11,855.0,310600.0
32.82,-115.32,327.0,100000.0
34.06,-118.28,3795.0,162500.0
36.7,-119.79,1210.0,49500.0
34.2,-118.58,826.0,220900.0
38.01,-121.32,919.0,96400.0
33.91,-117.6,1006.0,251000.0
33.78,-118.19,1083.0,162500.0
33.78,-117.94,1806.0,171100.0
34.18,-118.13,603.0,309100.0
33.92,-118.19,1732.0,139400.0
38.59,-122.58,539.0,195800.0
37.65,-122.08,3069.0,161900.0
34.11,-118.15,930.0,469100.0
33.83,-117.96,870.0,137500.0
34.19,-118.43,1827.0,245500.0
38.42,-120.19,82.0,77500.0
36.31,-119.29,1278.0,101900.0
32.75,-117.25,645.0,216700.0
37.74,-122.49,1147.0,321300.0
37.86,-122.28,780.0,179300.0
36.68,-121.61,3456.0,127600.0
37.79,-121.22,1549.0,169400.0
33.72,-117.99,1473.0,134800.0
38.61,-121.27,2840.0,115600.0
34.01,-118.29,799.0,143800.0
39.12,-123.19,196.0,70000.0
38.92,-120.01,485.0,96100.0
33.97,-118.1,1461.0,142500.0
36.78,-119.82,761.0,69200.0
37.77,-122.27,872.0,225800.0
36.61,-121.87,688.0,278800.0
40.97,-121.89,513.0,52000.0
33.61,-117.66,1713.0,248400.0
33.78,-118.4,2357.0,500001.0
34.05,-117.66,2021.0,147500.0
33.81,-118.13,855.0,227100.0
41.84,-124.3,1244.0,103600.0
34.06,-118.05,2991.0,174500.0
34.2,-118.65,3037.0,338400.0
38.92,-121.22,1206.0,192600.0
37.48,-121.12,3062.0,125200.0
34.11,-118.18,753.0,183800.0
37.81,-121.24,2319.0,161000.0
37.79,-122.18,236.0,253000.0
33.6,-117.89,498.0,500001.0
33.16,-117.31,781.0,224400.0
37.86,-122.28,393.0,196400.0
36.61,-121.84,2487.0,112800.0
34.22,-118.4,729.0,186300.0
32.69,-117.18,1258.0,452800.0
33.96,-118.3,1524.0,136300.0
32.76,-117.02,976.0,185700.0
32.76,-117.06,1275.0,156800.0
34.1,-117.84,4419.0,180700.0
37.97,-122.04,631.0,140600.0
36.75,-119.83,607.0,55600.0
33.83,-117.95,690.0,210900.0
37.82,-122.25,1806.0,218500.0
32.75,-117.06,1317.0,125900.0
37.76,-122.18,907.0,89500.0
33.02,-117.27,2450.0,376700.0
33.89,-118.07,1679.0,146000.0
34.19,-119.05,113.0,275000.0
38.66,-121.2,732.0,204800.0
37.72,-122.47,564.0,350000.0
34.44,-119.83,599.0,198400.0
35.05,-118.16,776.0,68900.0
37.35,-122.08,548.0,500001.0
34.1,-118.11,1454.0,226600.0
32.87,-117.22,1599.0,176600.0
34.07,-117.09,3132.0,103000.0
38.14,-121.29,303.0,127400.0
37.35,-121.96,673.0,279900.0
34.0,-118.11,2650.0,178700.0
37.54,-122.31,952.0,388200.0
38.03,-120.41,859.0,115300.0
34.05,-118.2,2490.0,147200.0
37.56,-121.99,2641.0,269700.0
34.03,-117.92,1728.0,162400.0
33.88,-117.53,2453.0,91000.0
34.44,-119.23,1434.0,260300.0
33.8,-117.9,748.0,45000.0
38.44,-122.7,822.0,157800.0
38.73,-121.36,1050.0,220100.0
37.33,-121.89,467.0,200000.0
32.68,-117.1,900.0,99600.0
36.61,-121.83,2563.0,133100.0
37.77,-122.5,1032.0,324700.0
37.37,-120.62,1530.0,102100.0
37.5,-122.26,393.0,360500.0
39.09,-122.53,370.0,69700.0
38.73,-120.76,314.0,108300.0
39.44,-123.79,1177.0,116200.0
37.7,-121.04,121.0,197500.0
34.19,-118.13,1012.0,234000.0
37.72,-122.47,770.0,259700.0
34.13,-117.29,1171.0,77900.0
32.96,-115.56,1164.0,107200.0
33.87,-117.96,1155.0,175800.0
37.31,-121.78,983.0,271500.0
33.87,-118.2,757.0,155500.0
34.27,-119.25,382.0,221200.0
34.07,-118.09,1032.0,188500.0
32.69,-117.18,1304.0,320800.0
37.87,-122.29,792.0,165900.0
37.54,-122.31,465.0,352800.0
37.7,-122.12,1287.0,179900.0
37.7,-120.64,239.0,137500.0
37.12,-122.04,686.0,154500.0
37.3,-121.94,2347.0,293000.0
38.24,-122.62,758.0,156500.0
38.57,-122.26,139.0,152800.0
37.58,-122.33,1573.0,233100.0
34.25,-119.12,1436.0,194100.0
38.55,-122.82,2967.0,195100.0
34.13,-117.82,1606.0,309700.0
37.52,-121.97,2530.0,230900.0
34.48,-119.85,724.0,348200.0
33.78,-118.11,1327.0,500001.0
34.08,-118.03,1311.0,162800.0
33.68,-116.95,543.0,173900.0
33.86,-118.13,1183.0,201600.0
34.05,-118.54,2540.0,500001.0
33.85,-117.89,1672.0,201300.0
34.15,-117.28,815.0,135000.0
33.98,-118.12,717.0,178100.0
34.13,-117.38,1844.0,112900.0
34.71,-118.14,1482.0,93000.0
37.9,-122.26,705.0,357300.0
38.68,-121.42,1019.0,112200.0
34.01,-118.3,3298.0,122300.0
34.23,-118.25,1232.0,296200.0
33.75,-117.87,812.0,162500.0
37.05,-120.85,1198.0,140600.0
34.27,-116.89,567.0,152600.0
36.29,-119.14,405.0,61900.0
36.61,-119.43,1296.0,65800.0
33.87,-117.57,443.0,122800.0
39.51,-121.54,1887.0,62100.0
33.86,-118.11,1229.0,234900.0
33.98,-118.46,1009.0,466700.0
37.25,-121.87,1213.0,183900.0
40.25,-122.35,866.0,104300.0
37.27,-121.84,1856.0,198400.0
37.47,-122.21,497.0,255300.0
34.4,-119.05,1079.0,181300.0
34.14,-116.15,1251.0,82600.0
33.97,-118.15,1758.0,158100.0
37.97,-121.33,1351.0,91600.0
34.18,-118.33,1256.0,226000.0
36.1,-118.93,1654.0,90000.0
33.98,-118.18,1514.0,178600.0
37.4,-122.11,138.0,175000.0
37.63,-122.08,431.0,192600.0
38.49,-121.46,5656.0,107900.0
36.4,-119.1,1518.0,51700.0
34.08,-118.3,3326.0,247500.0
34.02,-117.64,119.0,416700.0
33.74,-118.1,531.0,400000.0
38.62,-121.37,697.0,166100.0
34.07,-118.07,1062.0,199300.0
37.58,-122.07,1117.0,247000.0
37.98,-122.11,1790.0,297300.0
37.73,-122.15,317.0,275000.0
32.75,-117.17,2357.0,249000.0
33.91,-118.13,552.0,222000.0
39.34,-122.05,494.0,61500.0
34.07,-117.37,60.0,262500.0
36.3,-119.65,588.0,53400.0
33.96,-118.03,1022.0,171400.0
35.31,-119.04,1267.0,92700.0
37.54,-122.0,2023.0,275100.0
33.72,-117.77,1181.0,278700.0
34.09,-117.95,1296.0,140600.0
34.84,-114.61,580.0,48600.0
34.06,-118.03,3537.0,135200.0
34.09,-118.21,1171.0,138500.0
33.11,-117.07,1326.0,139900.0
37.58,-122.38,772.0,500001.0
39.01,-123.36,857.0,115400.0
34.19,-118.31,420.0,361700.0
33.69,-116.19,5682.0,74000.0
34.43,-119.73,978.0,261000.0
36.76,-119.72,3573.0,69000.0
39.45,-121.55,1185.0,60600.0
38.52,-121.5,1261.0,59100.0
34.58,-118.07,1929.0,107400.0
34.09,-118.36,1365.0,283300.0
36.09,-119.06,1402.0,72900.0
34.26,-118.31,948.0,187300.0
37.8,-121.0,2248.0,141300.0
34.06,-118.13,1590.0,183900.0
38.61,-121.4,782.0,136400.0
36.77,-119.69,1720.0,60600.0
33.93,-118.11,736.0,162500.0
34.02,-118.48,1019.0,375000.0
37.93,-122.31,917.0,253400.0
34.15,-118.59,747.0,369700.0
37.42,-122.13,2251.0,314100.0
34.36,-119.71,628.0,364000.0
33.87,-117.55,4976.0,137100.0
34.04,-118.51,483.0,500001.0
37.43,-122.17,7174.0,387500.0
33.89,-117.34,1225.0,211300.0
37.75,-122.43,1043.0,383700.0
37.3,-121.93,317.0,233300.0
37.69,-122.46,1577.0,266700.0
37.76,-122.23,374.0,248500.0
36.76,-119.75,1887.0,59800.0
37.79,-122.41,4518.0,225000.0
34.19,-118.38,950.0,181500.0
37.75,-121.94,1238.0,269800.0
40.71,-122.32,1399.0,105400.0
37.56,-122.29,445.0,289400.0
34.09,-117.68,773.0,148800.0
38.21,-122.63,1283.0,291100.0
34.09,-118.21,1780.0,144200.0
38.07,-122.24,2957.0,162500.0
38.3,-122.28,245.0,142500.0
38.12,-121.27,1455.0,87800.0
34.07,-118.14,523.0,220400.0
33.7,-117.37,2425.0,123800.0
33.88,-118.36,829.0,230700.0
34.08,-117.65,1031.0,144300.0
34.19,-118.2,798.0,500001.0
34.08,-118.34,547.0,500001.0
33.9,-117.85,1997.0,260500.0
33.89,-118.33,897.0,230800.0
32.81,-116.95,1513.0,100000.0
33.82,-118.02,1173.0,204500.0
35.56,-120.29,2459.0,142100.0
38.29,-122.49,672.0,242100.0
34.08,-117.94,1269.0,201200.0
32.67,-115.49,1302.0,84700.0
34.24,-119.29,1682.0,500001.0
34.02,-118.26,1859.0,96200.0
34.17,-118.95,1039.0,344900.0
34.2,-118.45,2657.0,202100.0
33.62,-117.91,944.0,500001.0
37.78,-122.47,1302.0,416700.0
34.12,-117.33,1356.0,70400.0
33.88,-118.37,1282.0,340700.0
37.77,-122.2,1537.0,121400.0
36.98,-122.02,984.0,187500.0
36.83,-119.69,726.0,54600.0
35.32,-119.04,34.0,50000.0
33.79,-117.84,1658.0,199600.0
36.96,-120.11,1624.0,95300.0
34.13,-118.01,1906.0,212300.0
37.3,-121.04,1409.0,115500.0
33.69,-117.99,1715.0,213000.0
34.0,-117.92,193.0,136300.0
37.37,-122.04,1201.0,311600.0
38.53,-121.44,1089.0,80600.0
32.82,-117.25,2036.0,500001.0
33.43,-117.59,1230.0,358800.0
34.11,-118.1,1317.0,351400.0
34.18,-118.15,3117.0,148800.0
37.6,-122.02,1382.0,159600.0
39.73,-121.84,520.0,112500.0
34.13,-117.25,381.0,88200.0
33.47,-117.62,661.0,294200.0
37.88,-122.28,811.0,227900.0
38.49,-122.18,655.0,146900.0
37.69,-121.03,1967.0,146000.0
32.75,-117.25,1731.0,208300.0
38.0,-121.83,3838.0,103600.0
34.08,-118.04,975.0,173300.0
33.25,-117.3,1456.0,131000.0
34.04,-118.15,787.0,194600.0
33.78,-118.16,1819.0,222900.0
34.02,-118.46,1569.0,405400.0
34.07,-118.25,2033.0,217900.0
34.2,-118.56,891.0,190900.0
34.19,-118.4,1483.0,191300.0
37.67,-122.14,641.0,196200.0
33.12,-117.07,2818.0,187700.0
37.79,-122.43,1362.0,450000.0
38.32,-122.69,1400.0,172400.0
37.71,-122.48,455.0,417600.0
32.75,-117.17,540.0,240000.0
38.46,-122.71,844.0,169400.0
37.92,-122.49,849.0,386200.0
34.44,-119.72,1256.0,500001.0
32.74,-117.23,513.0,263800.0
37.31,-122.07,1818.0,500001.0
33.55,-117.69,1646.0,318300.0
34.09,-118.38,3148.0,281300.0
33.82,-117.94,1057.0,208100.0
37.55,-121.03,624.0,97900.0
37.48,-121.14,1011.0,128100.0
36.55,-121.94,628.0,487100.0
34.28,-119.16,2801.0,232700.0
38.26,-122.04,1795.0,105900.0
33.96,-117.35,951.0,235200.0
33.92,-117.98,1793.0,219800.0
37.71,-122.08,1784.0,220900.0
34.43,-119.8,1760.0,271500.0
34.18,-118.36,1119.0,200000.0
37.75,-122.43,1181.0,396800.0
34.0,-117.95,1858.0,176300.0
37.26,-121.8,990.0,195000.0
33.79,-118.31,711.0,250000.0
34.06,-117.78,964.0,128700.0
37.8,-122.22,1073.0,199600.0
38.69,-121.18,2772.0,274500.0
33.79,-118.3,2159.0,224200.0
34.15,-117.62,5669.0,311500.0
37.33,-122.05,1364.0,436400.0
37.98,-122.0,867.0,193200.0
33.98,-118.06,579.0,172600.0
32.74,-117.16,389.0,225000.0
37.9,-122.3,912.0,217200.0
33.74,-118.3,1184.0,285200.0
33.51,-117.7,1460.0,279000.0
37.89,-122.1,1398.0,310300.0
32.79,-117.01,1864.0,159300.0
37.51,-122.29,1374.0,426400.0
37.76,-122.5,891.0,296300.0
35.68,-119.24,1539.0,58500.0
34.05,-118.09,1379.0,199000.0
34.17,-118.83,1917.0,353900.0
37.48,-122.23,1895.0,267700.0
34.0,-117.34,214.0,101600.0
34.18,-117.34,1584.0,124900.0
38.06,-122.56,6109.0,295300.0
33.69,-117.8,874.0,251000.0
34.05,-118.18,455.0,109200.0
34.22,-118.35,1668.0,154300.0
36.15,-119.06,852.0,49000.0
33.79,-116.48,1711.0,145200.0
38.0,-122.3,956.0,162000.0
34.13,-118.24,959.0,257700.0
37.06,-120.85,1796.0,82000.0
33.77,-116.99,3559.0,113100.0
38.58,-121.3,1419.0,91300.0
37.36,-121.96,3150.0,264500.0
38.01,-121.93,1142.0,160800.0
37.28,-121.94,1968.0,240000.0
37.62,-120.99,1787.0,54100.0
33.03,-117.33,603.0,314300.0
38.15,-122.23,753.0,86400.0
34.31,-118.61,868.0,285200.0
37.39,-122.07,589.0,330300.0
37.5,-121.21,147.0,162500.0
32.69,-117.13,1271.0,90100.0
38.48,-121.47,1745.0,76200.0
32.71,-117.13,1114.0,87500.0
34.11,-117.29,1714.0,78800.0
34.06,-117.7,431.0,95300.0
37.48,-122.24,2080.0,361900.0
34.08,-118.38,370.0,450000.0
33.94,-117.6,1921.0,153100.0
33.83,-117.99,1749.0,199000.0
33.97,-118.5,388.0,350000.0
