ProductKey,ProductAlternateKey,EnglishProductName,SpanishProductName,Color,ListPrice,Size,Weight,DaysToManufacture,Status
344,BK-M82S-38,"Mountain-100 Silver, 38","Montaña: 100, plateada, 38",Silver,3399.99,38,20.35,4,
345,BK-M82S-42,"Mountain-100 Silver, 42","Montaña: 100, plateada, 42",Silver,3399.99,42,20.77,4,
346,BK-M82S-44,"Mountain-100 Silver, 44","Montaña: 100, plateada, 44",Silver,3399.99,44,21.13,4,
347,BK-M82S-48,"Mountain-100 Silver, 48","Montaña: 100, plateada, 48",Silver,3399.99,48,21.42,4,
348,BK-M82B-38,"Mountain-100 Black, 38","Montaña: 100, negra, 38",Black,3374.99,38,20.35,4,
349,BK-M82B-42,"Mountain-100 Black, 42","Montaña: 100, negra, 42",Black,3374.99,42,20.77,4,
350,BK-M82B-44,"Mountain-100 Black, 44","Montaña: 100, negra, 44",Black,3374.99,44,21.13,4,
351,BK-M82B-48,"Mountain-100 Black, 48","Montaña: 100, negra, 48",Black,3374.99,48,21.42,4,
352,BK-M68S-38,"Mountain-200 Silver, 38","Montaña: 200, plateada, 38",Silver,2071.4196,38,23.35,4,
353,BK-M68S-38,"Mountain-200 Silver, 38","Montaña: 200, plateada, 38",Silver,2319.99,38,23.35,4,Current
354,BK-M68S-42,"Mountain-200 Silver, 42","Montaña: 200, plateada, 42",Silver,2071.4196,42,23.77,4,
355,BK-M68S-42,"Mountain-200 Silver, 42","Montaña: 200, plateada, 42",Silver,2319.99,42,23.77,4,Current
356,BK-M68S-46,"Mountain-200 Silver, 46","Montaña: 200, plateada, 46",Silver,2071.4196,46,24.13,4,
357,BK-M68S-46,"Mountain-200 Silver, 46","Montaña: 200, plateada, 46",Silver,2319.99,46,24.13,4,Current
358,BK-M68B-38,"Mountain-200 Black, 38","Montaña: 200, negra, 38",Black,2049.0982,38,23.35,4,
359,BK-M68B-38,"Mountain-200 Black, 38","Montaña: 200, negra, 38",Black,2294.99,38,23.35,4,Current
360,BK-M68B-42,"Mountain-200 Black, 42","Montaña: 200, negra, 42",Black,2049.0982,42,23.77,4,
361,BK-M68B-42,"Mountain-200 Black, 42","Montaña: 200, negra, 42",Black,2294.99,42,23.77,4,Current
362,BK-M68B-46,"Mountain-200 Black, 46","Montaña: 200, negra, 46",Black,2049.0982,46,24.13,4,
363,BK-M68B-46,"Mountain-200 Black, 46","Montaña: 200, negra, 46",Black,2294.99,46,24.13,4,Current
364,BK-M47B-38,"Mountain-300 Black, 38","Montaña: 300, negra, 38",Black,1079.99,38,25.35,4,
365,BK-M47B-40,"Mountain-300 Black, 40","Montaña: 300, negra, 40",Black,1079.99,40,25.77,4,
366,BK-M47B-44,"Mountain-300 Black, 44","Montaña: 300, negra, 44",Black,1079.99,44,26.13,4,
367,BK-M47B-48,"Mountain-300 Black, 48","Montaña: 300, negra, 48",Black,1079.99,48,26.42,4,
368,BK-R89R-44,"Road-250 Red, 44","Carretera: 250, roja, 44",Red,2443.35,44,14.77,4,
369,BK-R89R-48,"Road-250 Red, 48","Carretera: 250, roja, 48",Red,2443.35,48,15.13,4,
370,BK-R89R-52,"Road-250 Red, 52","Carretera: 250, roja, 52",Red,2443.35,52,15.42,4,
371,BK-R89R-58,"Road-250 Red, 58","Carretera: 250, roja, 58",Red,2181.5625,58,15.79,4,
372,BK-R89R-58,"Road-250 Red, 58","Carretera: 250, roja, 58",Red,2443.35,58,15.79,4,Current
373,BK-R89B-44,"Road-250 Black, 44","Carretera: 250, negra, 44",Black,2181.5625,44,14.77,4,
374,BK-R89B-44,"Road-250 Black, 44","Carretera: 250, negra, 44",Black,2443.35,44,14.77,4,Current
375,BK-R89B-48,"Road-250 Black, 48","Carretera: 250, negra, 48",Black,2181.5625,48,15.13,4,
376,BK-R89B-48,"Road-250 Black, 48","Carretera: 250, negra, 48",Black,2443.35,48,15.13,4,Current
377,BK-R89B-52,"Road-250 Black, 52","Carretera: 250, negra, 52",Black,2181.5625,52,15.42,4,
378,BK-R89B-52,"Road-250 Black, 52","Carretera: 250, negra, 52",Black,2443.35,52,15.42,4,Current
379,BK-R89B-58,"Road-250 Black, 58","Carretera: 250, negra, 58",Black,2181.5625,58,15.68,4,
380,BK-R89B-58,"Road-250 Black, 58","Carretera: 250, negra, 58",Black,2443.35,58,15.68,4,Current
381,BK-R64Y-38,"Road-550-W Yellow, 38","Carretera: 550 para mujer, amarilla, 38",Yellow,1000.4375,38,17.35,4,
382,BK-R64Y-38,"Road-550-W Yellow, 38","Carretera: 550 para mujer, amarilla, 38",Yellow,1120.49,38,17.35,4,Current
383,BK-R64Y-40,"Road-550-W Yellow, 40","Carretera: 550 para mujer, amarilla, 40",Yellow,1000.4375,40,17.77,4,
384,BK-R64Y-40,"Road-550-W Yellow, 40","Carretera: 550 para mujer, amarilla, 40",Yellow,1120.49,40,17.77,4,Current
385,BK-R64Y-42,"Road-550-W Yellow, 42","Carretera: 550 para mujer, amarilla, 42",Yellow,1000.4375,42,18.13,4,
386,BK-R64Y-42,"Road-550-W Yellow, 42","Carretera: 550 para mujer, amarilla, 42",Yellow,1120.49,42,18.13,4,Current
387,BK-R64Y-44,"Road-550-W Yellow, 44","Carretera: 550 para mujer, amarilla, 44",Yellow,1000.4375,44,18.42,4,
388,BK-R64Y-44,"Road-550-W Yellow, 44","Carretera: 550 para mujer, amarilla, 44",Yellow,1120.49,44,18.42,4,Current
389,BK-R64Y-48,"Road-550-W Yellow, 48","Carretera: 550 para mujer, amarilla, 48",Yellow,1000.4375,48,18.68,4,
390,BK-R64Y-48,"Road-550-W Yellow, 48","Carretera: 550 para mujer, amarilla, 48",Yellow,1120.49,48,18.68,4,Current
391,FK-1639,LL Fork,Horquilla GB,NA,148.22,,,1,
392,FK-5136,ML Fork,Horquilla GM,NA,175.49,,,1,
393,FK-9939,HL Fork,Horquilla GA,NA,229.49,,,1,
394,HS-0296,LL Headset,Dirección GB,NA,34.2,,,1,
395,HS-2451,ML Headset,Dirección GM,NA,102.29,,,1,
396,HS-3479,HL Headset,Dirección GA,NA,124.73,,,1,
397,HB-M243,LL Mountain Handlebars,,NA,40.4909,,,1,
398,HB-M243,LL Mountain Handlebars,,NA,44.54,,,1,Current
399,HB-M763,ML Mountain Handlebars,,NA,56.2909,,,1,
400,HB-M763,ML Mountain Handlebars,,NA,61.92,,,1,Current
401,HB-M918,HL Mountain Handlebars,,NA,109.3364,,,1,
402,HB-M918,HL Mountain Handlebars,,NA,120.27,,,1,Current
403,HB-R504,LL Road Handlebars,Manillar de carretera GB,NA,40.4909,,,1,
404,HB-R504,LL Road Handlebars,Manillar de carretera GB,NA,44.54,,,1,Current
405,HB-R720,ML Road Handlebars,Manillar de carretera GM,NA,56.2909,,,1,
406,HB-R720,ML Road Handlebars,Manillar de carretera GM,NA,61.92,,,1,Current
407,HB-R956,HL Road Handlebars,Manillar de carretera GA,NA,109.3364,,,1,
408,HB-R956,HL Road Handlebars,Manillar de carretera GA,NA,120.27,,,1,Current
409,FR-M63B-38,"ML Mountain Frame - Black, 38",,Black,348.76,38,2.73,2,
410,FW-M423,LL Mountain Front Wheel,,Black,60.745,,,1,
411,FW-M762,ML Mountain Front Wheel,,Black,209.025,,,1,
412,FW-M928,HL Mountain Front Wheel,,Black,300.215,,,1,
413,FW-R623,LL Road Front Wheel,Rueda de carretera delantera GB,Black,85.565,,900.0,1,
414,FW-R762,ML Road Front Wheel,Rueda de carretera delantera GM,Black,248.385,,850.0,1,
415,FW-R820,HL Road Front Wheel,Rueda de carretera delantera GA,Black,330.06,,650.0,1,
416,FW-T905,Touring Front Wheel,Rueda de paseo delantera,Black,218.01,,,1,
417,FR-R72Y-38,"ML Road Frame-W - Yellow, 38","Cuadro de carretera para mujer GM: amarillo, 38",Yellow,540.7545,38,2.18,2,
418,FR-R72Y-38,"ML Road Frame-W - Yellow, 38","Cuadro de carretera para mujer GM: amarillo, 38",Yellow,594.83,38,2.18,2,Current
419,RW-M423,LL Mountain Rear Wheel,,Black,87.745,,,1,
420,RW-M762,ML Mountain Rear Wheel,,Black,236.025,,,1,
421,RW-M928,HL Mountain Rear Wheel,,Black,327.215,,,1,
422,RW-R623,LL Road Rear Wheel,Rueda de carretera trasera GB,Black,112.565,,1050.0,1,
423,RW-R762,ML Road Rear Wheel,Rueda de carretera trasera GM,Black,275.385,,1000.0,1,
424,RW-R820,HL Road Rear Wheel,Rueda de carretera trasera GA,Black,357.06,,890.0,1,
425,RW-T905,Touring Rear Wheel,Rueda de paseo trasera,Black,245.01,,,1,
426,FR-M63B-40,"ML Mountain Frame - Black, 40",,Black,348.76,40,2.77,1,
427,FR-M63B-44,"ML Mountain Frame - Black, 44",,Black,348.76,44,2.81,1,
428,FR-M63B-48,"ML Mountain Frame - Black, 48",,Black,348.76,48,2.85,1,
429,FR-R72Y-40,"ML Road Frame-W - Yellow, 40","Cuadro de carretera para mujer GM: amarillo, 40",Yellow,540.7545,40,2.22,1,
430,FR-R72Y-40,"ML Road Frame-W - Yellow, 40","Cuadro de carretera para mujer GM: amarillo, 40",Yellow,594.83,40,2.22,1,Current
431,FR-R72Y-42,"ML Road Frame-W - Yellow, 42","Cuadro de carretera para mujer GM: amarillo, 42",Yellow,540.7545,42,2.26,1,
432,FR-R72Y-42,"ML Road Frame-W - Yellow, 42","Cuadro de carretera para mujer GM: amarillo, 42",Yellow,594.83,42,2.26,1,Current
433,FR-R72Y-44,"ML Road Frame-W - Yellow, 44","Cuadro de carretera para mujer GM: amarillo, 44",Yellow,540.7545,44,2.3,1,
434,FR-R72Y-44,"ML Road Frame-W - Yellow, 44","Cuadro de carretera para mujer GM: amarillo, 44",Yellow,594.83,44,2.3,1,Current
435,FR-R72Y-48,"ML Road Frame-W - Yellow, 48","Cuadro de carretera para mujer GM: amarillo, 48",Yellow,540.7545,48,2.34,1,
436,FR-R72Y-48,"ML Road Frame-W - Yellow, 48","Cuadro de carretera para mujer GM: amarillo, 48",Yellow,594.83,48,2.34,1,Current
437,FR-R92B-62,"HL Road Frame - Black, 62","Cuadro de carretera GA: negro, 62",Black,1301.3636,62,2.3,1,
438,FR-R92B-62,"HL Road Frame - Black, 62","Cuadro de carretera GA: negro, 62",Black,1431.5,62,2.3,1,Current
439,FR-R92B-44,"HL Road Frame - Black, 44","Cuadro de carretera GA: negro, 44",Black,1301.3636,44,2.12,1,
440,FR-R92B-44,"HL Road Frame - Black, 44","Cuadro de carretera GA: negro, 44",Black,1431.5,44,2.12,1,Current
441,FR-R92B-48,"HL Road Frame - Black, 48","Cuadro de carretera GA: negro, 48",Black,1301.3636,48,2.16,1,
442,FR-R92B-48,"HL Road Frame - Black, 48","Cuadro de carretera GA: negro, 48",Black,1431.5,48,2.16,1,Current
443,FR-R92B-52,"HL Road Frame - Black, 52","Cuadro de carretera GA: negro, 52",Black,1301.3636,52,2.2,1,
444,FR-R92B-52,"HL Road Frame - Black, 52","Cuadro de carretera GA: negro, 52",Black,1431.5,52,2.2,1,Current
445,SH-M897-S,"Men's Sports Shorts, S","Pantalones cortos de deporte para hombre, P",Black,59.99,S,,0,
446,PA-T100,"Touring-Panniers, Large","Cesta de paseo, grande",Grey,125.0,,,0,
447,LO-C100,Cable Lock,Cable antirrobo,NA,25.0,,,0,
448,PU-0452,Minipump,,NA,19.99,,,0,
449,PU-M044,Mountain Pump,Bomba de montaña,NA,24.99,,,0,
450,LT-T990,Taillights - Battery-Powered,,NA,13.99,,,0,
451,LT-H902,Headlights - Dual-Beam,Luces: doble haz,NA,34.99,,,0,
452,LT-H903,Headlights - Weatherproof,Luces: resistentes al agua,NA,44.99,,,0,
453,SH-M897-M,"Men's Sports Shorts, M","Pantalones cortos de deporte para hombre, M",Black,59.99,M,,0,
454,SH-M897-L,"Men's Sports Shorts, L","Pantalones cortos de deporte para hombre, G",Black,59.99,L,,0,
455,SH-M897-X,"Men's Sports Shorts, XL","Pantalones cortos de deporte para hombre, SG",Black,59.99,XL,,0,
456,TG-W091-S,"Women's Tights, S","Mallas para mujer, P",Black,74.99,S,,0,
457,TG-W091-M,"Women's Tights, M","Mallas para mujer, M",Black,74.99,M,,0,
458,TG-W091-L,"Women's Tights, L","Mallas para mujer, G",Black,74.99,L,,0,
459,SB-M891-S,"Men's Bib-Shorts, S",,Multi,89.99,S,,0,
460,SB-M891-M,"Men's Bib-Shorts, M",,Multi,89.99,M,,0,
461,SB-M891-L,"Men's Bib-Shorts, L",,Multi,89.99,L,,0,
462,GL-H102-S,"Half-Finger Gloves, S",,Black,23.5481,S,,0,
463,GL-H102-S,"Half-Finger Gloves, S",,Black,24.49,S,,0,Current
464,GL-H102-M,"Half-Finger Gloves, M",,Black,23.5481,M,,0,
465,GL-H102-M,"Half-Finger Gloves, M",,Black,24.49,M,,0,Current
466,GL-H102-L,"Half-Finger Gloves, L",,Black,23.5481,L,,0,
467,GL-H102-L,"Half-Finger Gloves, L",,Black,24.49,L,,0,Current
468,GL-F110-S,"Full-Finger Gloves, S","Guantes completos, P",Black,37.99,S,,0,
469,GL-F110-M,"Full-Finger Gloves, M","Guantes completos, M",Black,37.99,M,,0,
470,GL-F110-L,"Full-Finger Gloves, L","Guantes completos, G",Black,37.99,L,,0,
471,VE-C304-S,"Classic Vest, S","Camiseta clásica, P",Blue,63.5,S,,0,Current
472,VE-C304-M,"Classic Vest, M","Camiseta clásica, M",Blue,63.5,M,,0,Current
473,VE-C304-L,"Classic Vest, L","Camiseta clásica, G",Blue,63.5,L,,0,Current
474,SH-W890-S,"Women's Mountain Shorts, S",,Black,69.99,S,,0,Current
475,SH-W890-M,"Women's Mountain Shorts, M",,Black,69.99,M,,0,Current
476,SH-W890-L,"Women's Mountain Shorts, L",,Black,69.99,L,,0,Current
477,WB-H098,Water Bottle - 30 oz.,,NA,4.99,,,0,Current
478,BC-M005,Mountain Bottle Cage,Portabotellas de montaña,NA,9.99,,,0,Current
479,BC-R205,Road Bottle Cage,Portabotellas de carretera,NA,8.99,,,0,Current
480,PK-7098,Patch Kit/8 Patches,,NA,2.29,,,0,Current
481,SO-R809-M,"Racing Socks, M","Calcetines para carreras, M",White,8.99,M,,0,Current
482,SO-R809-L,"Racing Socks, L","Calcetines para carreras, G",White,8.99,L,,0,Current
483,RA-H123,Hitch Rack - 4-Bike,,NA,120.0,,,0,Current
484,CL-9009,Bike Wash - Dissolver,Lavado de bicicletas: disolvente,NA,7.95,,,0,Current
485,FE-6654,Fender Set - Mountain,Conjunto de guardabarros: montaña,NA,21.98,,,0,Current
486,ST-1401,All-Purpose Bike Stand,Soporte multiusos para bicicletas,NA,159.0,,,0,Current
487,HY-1023-70,Hydration Pack - 70 oz.,,Silver,54.99,70,,0,Current
488,SJ-0194-S,"Short-Sleeve Classic Jersey, S","Jersey clásico de manga corta, P",Yellow,53.99,S,,0,Current
489,SJ-0194-M,"Short-Sleeve Classic Jersey, M","Jersey clásico de manga corta, M",Yellow,53.99,M,,0,Current
490,SJ-0194-L,"Short-Sleeve Classic Jersey, L","Jersey clásico de manga corta, G",Yellow,53.99,L,,0,Current
491,SJ-0194-X,"Short-Sleeve Classic Jersey, XL","Jersey clásico de manga corta, SG",Yellow,53.99,XL,,0,Current
492,FR-T98Y-60,"HL Touring Frame - Yellow, 60","Cuadro de paseo GA: amarillo, 60",Yellow,1003.91,60,3.08,1,Current
493,FR-T67Y-62,"LL Touring Frame - Yellow, 62","Cuadro de paseo GB: amarillo, 62",Yellow,333.42,62,3.2,1,Current
494,FR-T98Y-46,"HL Touring Frame - Yellow, 46","Cuadro de paseo GA: amarillo, 46",Yellow,1003.91,46,2.96,1,Current
495,FR-T98Y-50,"HL Touring Frame - Yellow, 50","Cuadro de paseo GA: amarillo, 50",Yellow,1003.91,50,3.0,1,Current
496,FR-T98Y-54,"HL Touring Frame - Yellow, 54","Cuadro de paseo GA: amarillo, 54",Yellow,1003.91,54,3.04,1,Current
497,FR-T98U-46,"HL Touring Frame - Blue, 46","Cuadro de paseo GA: azul, 46",Blue,1003.91,46,2.96,1,Current
498,FR-T98U-50,"HL Touring Frame - Blue, 50","Cuadro de paseo GA: azul, 50",Blue,1003.91,50,3.0,1,Current
499,FR-T98U-54,"HL Touring Frame - Blue, 54","Cuadro de paseo GA: azul, 54",Blue,1003.91,54,3.04,1,Current
500,FR-T98U-60,"HL Touring Frame - Blue, 60","Cuadro de paseo GA: azul, 60",Blue,1003.91,60,3.08,1,Current
501,RD-2308,Rear Derailleur,Desviador trasero,Silver,121.46,,215.0,1,Current
502,FR-T67U-50,"LL Touring Frame - Blue, 50","Cuadro de paseo GB: azul, 50",Blue,333.42,50,3.1,1,Current
503,FR-T67U-54,"LL Touring Frame - Blue, 54","Cuadro de paseo GB: azul, 54",Blue,333.42,54,3.14,1,Current
504,FR-T67U-58,"LL Touring Frame - Blue, 58","Cuadro de paseo GB: azul, 58",Blue,333.42,58,3.16,1,Current
505,FR-T67U-62,"LL Touring Frame - Blue, 62","Cuadro de paseo GB: azul, 62",Blue,333.42,62,3.2,1,Current
506,FR-T67Y-44,"LL Touring Frame - Yellow, 44","Cuadro de paseo GB: amarillo, 44",Yellow,333.42,44,3.02,1,Current
507,FR-T67Y-50,"LL Touring Frame - Yellow, 50","Cuadro de paseo GB: amarillo, 50",Yellow,333.42,50,3.1,1,Current
508,FR-T67Y-54,"LL Touring Frame - Yellow, 54","Cuadro de paseo GB: amarillo, 54",Yellow,333.42,54,3.14,1,Current
509,FR-T67Y-58,"LL Touring Frame - Yellow, 58","Cuadro de paseo GB: amarillo, 58",Yellow,333.42,58,3.16,1,Current
510,FR-T67U-44,"LL Touring Frame - Blue, 44","Cuadro de paseo GB: azul, 44",Blue,333.42,44,3.02,1,Current
511,FR-M63S-40,"ML Mountain Frame-W - Silver, 40",,Silver,364.09,40,2.77,1,Current
512,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",,Silver,364.09,42,2.81,1,Current
513,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",,Silver,364.09,46,2.85,1,Current
514,RB-9231,Rear Brakes,Frenos traseros,Silver,106.5,,317.0,1,Current
515,SE-M236,LL Mountain Seat/Saddle,,NA,27.12,,,1,Current
516,SE-M798,ML Mountain Seat/Saddle,,NA,39.14,,,1,Current
517,SE-M940,HL Mountain Seat/Saddle,,NA,52.64,,,1,Current
518,SE-R581,LL Road Seat/Saddle,Sillín/asiento de carretera GB,NA,27.12,,,1,Current
519,SE-R908,ML Road Seat/Saddle,Sillín/asiento de carretera GM,NA,39.14,,,1,Current
520,SE-R995,HL Road Seat/Saddle,Sillín/asiento de carretera GA,NA,52.64,,,1,Current
521,SE-T312,LL Touring Seat/Saddle,Sillín/asiento de paseo GB,NA,27.12,,,1,Current
522,SE-T762,ML Touring Seat/Saddle,Sillín/asiento de paseo GM,NA,39.14,,,1,Current
523,SE-T924,HL Touring Seat/Saddle,Sillín/asiento de paseo GA,NA,52.64,,,1,Current
524,FR-M21S-42,"LL Mountain Frame - Silver, 42",,Silver,264.05,42,2.92,1,Current
525,FR-M21S-44,"LL Mountain Frame - Silver, 44",,Silver,264.05,44,2.96,1,Current
526,FR-M21S-48,"LL Mountain Frame - Silver, 48",,Silver,264.05,48,3.0,1,Current
527,FR-M21S-52,"LL Mountain Frame - Silver, 52",,Silver,264.05,52,3.04,1,Current
528,TT-M928,Mountain Tire Tube,Cubierta para cámara de montaña,NA,4.99,,,0,Current
529,TT-R982,Road Tire Tube,Cubierta para cámara de carretera,NA,3.99,,,0,Current
530,TT-T092,Touring Tire Tube,Cubierta para cámara de paseo,NA,4.99,,,0,Current
531,FR-M21B-42,"LL Mountain Frame - Black, 42",,Black,249.79,42,2.92,1,Current
532,FR-M21B-44,"LL Mountain Frame - Black, 44",,Black,249.79,44,2.96,1,Current
533,FR-M21B-48,"LL Mountain Frame - Black, 48",,Black,249.79,48,3.0,1,Current
534,FR-M21B-52,"LL Mountain Frame - Black, 52",,Black,249.79,52,3.04,1,Current
535,TI-M267,LL Mountain Tire,Cubierta de montaña GB,NA,24.99,,,0,Current
536,TI-M602,ML Mountain Tire,Cubierta de montaña GM,NA,29.99,,,0,Current
537,TI-M823,HL Mountain Tire,Cubierta de montaña GA,NA,35.0,,,0,Current
538,TI-R092,LL Road Tire,Cubierta de carretera GB,NA,21.49,,,0,Current
539,TI-R628,ML Road Tire,Cubierta de carretera GM,NA,24.99,,,0,Current
540,TI-R982,HL Road Tire,Cubierta de carretera GA,NA,32.6,,,0,Current
541,TI-T723,Touring Tire,Cubierta de paseo,NA,28.99,,,0,Current
542,PD-M282,LL Mountain Pedal,Pedal de montaña GB,Silver/Black,40.49,,218.0,1,Current
543,PD-M340,ML Mountain Pedal,Pedal de montaña GM,Silver/Black,62.09,,215.0,1,Current
544,PD-M562,HL Mountain Pedal,Pedal de montaña GA,Silver/Black,80.99,,185.0,1,Current
545,PD-R347,LL Road Pedal,Pedal de carretera GB,Silver/Black,40.49,,189.0,1,Current
546,PD-R563,ML Road Pedal,Pedal de carretera GM,Silver/Black,62.09,,168.0,1,Current
547,PD-R853,HL Road Pedal,Pedal de carretera GA,Silver/Black,80.99,,149.0,1,Current
548,PD-T852,Touring Pedal,Pedal de paseo,Silver/Black,80.99,,,1,Current
549,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",,Silver,364.09,38,2.73,2,Current
550,FR-M21B-40,"LL Mountain Frame - Black, 40",,Black,249.79,40,2.88,2,Current
551,FR-M21S-40,"LL Mountain Frame - Silver, 40",,Silver,264.05,40,2.88,2,Current
552,FD-2342,Front Derailleur,Desviador delantero,Silver,91.49,,88.0,1,Current
553,HB-T721,LL Touring Handlebars,Manillar de paseo GB,NA,46.09,,,1,Current
554,HB-T928,HL Touring Handlebars,Manillar de paseo GA,NA,91.57,,,1,Current
555,FB-9873,Front Brakes,Frenos delanteros,Silver,106.5,,317.0,1,Current
556,CS-4759,LL Crankset,Bielas GB,Black,175.49,,600.0,1,Current
557,CS-6583,ML Crankset,Bielas GM,Black,256.49,,635.0,1,Current
558,CS-9183,HL Crankset,Bielas GA,Black,404.99,,575.0,1,Current
559,CH-0234,Chain,Cadena,Silver,20.24,,,1,Current
560,BK-T44U-60,"Touring-2000 Blue, 60","Paseo: 2000, azul, 60",Blue,1214.85,60,27.9,4,Current
561,BK-T79Y-46,"Touring-1000 Yellow, 46","Paseo: 1000, amarilla, 46",Yellow,2384.07,46,25.13,4,Current
562,BK-T79Y-50,"Touring-1000 Yellow, 50","Paseo: 1000, amarilla, 50",Yellow,2384.07,50,25.42,4,Current
563,BK-T79Y-54,"Touring-1000 Yellow, 54","Paseo: 1000, amarilla, 54",Yellow,2384.07,54,25.68,4,Current
564,BK-T79Y-60,"Touring-1000 Yellow, 60","Paseo: 1000, amarilla, 60",Yellow,2384.07,60,25.9,4,Current
565,BK-T18U-54,"Touring-3000 Blue, 54","Paseo: 3000, azul, 54",Blue,742.35,54,29.68,4,Current
566,BK-T18U-58,"Touring-3000 Blue, 58","Paseo: 3000, azul, 58",Blue,742.35,58,29.9,4,Current
567,BK-T18U-62,"Touring-3000 Blue, 62","Paseo: 3000, azul, 62",Blue,742.35,62,30.0,4,Current
568,BK-T18Y-44,"Touring-3000 Yellow, 44","Paseo: 3000, amarilla, 44",Yellow,742.35,44,28.77,4,Current
569,BK-T18Y-50,"Touring-3000 Yellow, 50","Paseo: 3000, amarilla, 50",Yellow,742.35,50,29.13,4,Current
570,BK-T18Y-54,"Touring-3000 Yellow, 54","Paseo: 3000, amarilla, 54",Yellow,742.35,54,29.42,4,Current
571,BK-T18Y-58,"Touring-3000 Yellow, 58","Paseo: 3000, amarilla, 58",Yellow,742.35,58,29.79,4,Current
572,BK-T18Y-62,"Touring-3000 Yellow, 62","Paseo: 3000, amarilla, 62",Yellow,742.35,62,30.0,4,Current
573,BK-T79U-46,"Touring-1000 Blue, 46","Paseo: 1000, azul, 46",Blue,2384.07,46,25.13,4,Current
574,BK-T79U-50,"Touring-1000 Blue, 50","Paseo: 1000, azul, 50",Blue,2384.07,50,25.42,4,Current
575,BK-T79U-54,"Touring-1000 Blue, 54","Paseo: 1000, azul, 54",Blue,2384.07,54,25.68,4,Current
576,BK-T79U-60,"Touring-1000 Blue, 60","Paseo: 1000, azul, 60",Blue,2384.07,60,25.9,4,Current
577,BK-T44U-46,"Touring-2000 Blue, 46","Paseo: 2000, azul, 46",Blue,1214.85,46,27.13,4,Current
578,BK-T44U-50,"Touring-2000 Blue, 50","Paseo: 2000, azul, 50",Blue,1214.85,50,27.42,4,Current
579,BK-T44U-54,"Touring-2000 Blue, 54","Paseo: 2000, azul, 54",Blue,1214.85,54,27.68,4,Current
580,BK-R79Y-40,"Road-350-W Yellow, 40","Carretera: 350 para mujer, amarilla, 40",Yellow,1700.99,40,15.35,4,Current
581,BK-R79Y-42,"Road-350-W Yellow, 42","Carretera: 350 para mujer, amarilla, 42",Yellow,1700.99,42,15.77,4,Current
582,BK-R79Y-44,"Road-350-W Yellow, 44","Carretera: 350 para mujer, amarilla, 44",Yellow,1700.99,44,16.13,4,Current
583,BK-R79Y-48,"Road-350-W Yellow, 48","Carretera: 350 para mujer, amarilla, 48",Yellow,1700.99,48,16.42,4,Current
584,BK-R19B-58,"Road-750 Black, 58","Carretera: 750, negra, 58",Black,539.99,58,20.79,4,Current
585,BK-T18U-44,"Touring-3000 Blue, 44","Paseo: 3000, azul, 44",Blue,742.35,44,28.77,4,Current
586,BK-T18U-50,"Touring-3000 Blue, 50","Paseo: 3000, azul, 50",Blue,742.35,50,29.13,4,Current
587,BK-M38S-38,"Mountain-400-W Silver, 38","Montaña: 400 para mujer, plateada, 38",Silver,769.49,38,26.35,4,Current
588,BK-M38S-40,"Mountain-400-W Silver, 40","Montaña: 400 para mujer, plateada, 40",Silver,769.49,40,26.77,4,Current
589,BK-M38S-42,"Mountain-400-W Silver, 42","Montaña: 400 para mujer, plateada, 42",Silver,769.49,42,27.13,4,Current
590,BK-M38S-46,"Mountain-400-W Silver, 46","Montaña: 400 para mujer, plateada, 46",Silver,769.49,46,27.42,4,Current
591,BK-M18S-40,"Mountain-500 Silver, 40","Montaña: 500, plateada, 40",Silver,564.99,40,27.35,4,Current
592,BK-M18S-42,"Mountain-500 Silver, 42","Montaña: 500, plateada, 42",Silver,564.99,42,27.77,4,Current
593,BK-M18S-44,"Mountain-500 Silver, 44","Montaña: 500, plateada, 44",Silver,564.99,44,28.13,4,Current
594,BK-M18S-48,"Mountain-500 Silver, 48","Montaña: 500, plateada, 48",Silver,564.99,48,28.42,4,Current
595,BK-M18S-52,"Mountain-500 Silver, 52","Montaña: 500, plateada, 52",Silver,564.99,52,28.68,4,Current
596,BK-M18B-40,"Mountain-500 Black, 40","Montaña: 500, negra, 40",Black,539.99,40,27.35,4,Current
597,BK-M18B-42,"Mountain-500 Black, 42","Montaña: 500, negra, 42",Black,539.99,42,27.77,4,Current
598,BK-M18B-44,"Mountain-500 Black, 44","Montaña: 500, negra, 44",Black,539.99,44,28.13,4,Current
599,BK-M18B-48,"Mountain-500 Black, 48","Montaña: 500, negra, 48",Black,539.99,48,28.42,4,Current
600,BK-M18B-52,"Mountain-500 Black, 52","Montaña: 500, negra, 52",Black,539.99,52,28.68,4,Current
601,BB-7421,LL Bottom Bracket,Eje de pedalier GB,NA,53.99,,223.0,1,Current
602,BB-8107,ML Bottom Bracket,Eje de pedalier GM,NA,101.24,,168.0,1,Current
603,BB-9108,HL Bottom Bracket,Eje de pedalier GA,NA,121.49,,170.0,1,Current
604,BK-R19B-44,"Road-750 Black, 44","Carretera: 750, negra, 44",Black,539.99,44,19.77,4,Current
605,BK-R19B-48,"Road-750 Black, 48","Carretera: 750, negra, 48",Black,539.99,48,20.13,4,Current
